slug,last_commit_date,language,determination_tool,determination_date
Wladimirs/testforsok,2019-10-15T09:39:53Z,Visual Basic 6.0,github-linguist 8.0.1,2024-10-01T16:08:21Z
bobsupercow/TOV_X360_Save_Editor,2019-10-15T10:26:53Z,Visual Basic .NET,github-linguist 8.0.1,2024-10-01T16:08:21Z
amtech/lockscreen,2019-10-15T10:49:37Z,Visual Basic 6.0,github-linguist 8.0.1,2024-10-01T16:08:21Z
Goncaloalexandrefgomes/Minasss,2019-10-15T13:58:00Z,Visual Basic .NET,github-linguist 8.0.1,2024-10-01T16:08:21Z
Andylisco/Administracion,2019-10-15T14:02:13Z,Visual Basic .NET,github-linguist 8.0.1,2024-10-01T16:08:21Z
culley-aidan/visualbasic-chapter-10,2019-10-15T14:11:33Z,Visual Basic .NET,github-linguist 8.0.1,2024-10-01T16:08:21Z
morrowzl/vba_stocks,2019-10-15T14:12:59Z,VBA,github-linguist 8.0.1,2024-10-01T16:08:21Z
lspiehler/dns_server_migration,2019-10-15T14:26:51Z,VBScript,github-linguist 8.0.1,2024-10-01T16:08:21Z
mckryton/get_weather,2019-10-15T15:13:25Z,VBA,github-linguist 8.0.1,2024-10-01T16:08:21Z
bobsupercow/VisioPowerDevTools,2019-10-15T16:12:50Z,Visual Basic .NET,github-linguist 8.0.1,2024-10-01T16:08:21Z
jasonloardy/Showroom,2019-10-15T16:26:15Z,Visual Basic .NET,github-linguist 8.0.1,2024-10-01T16:08:21Z
EddieLue/KernelDisassembler,2019-10-15T16:30:23Z,Visual Basic 6.0,github-linguist 8.0.1,2024-10-01T16:08:21Z
jr-jesse123/Automacao4d,2019-10-15T17:40:29Z,Visual Basic .NET,github-linguist 8.0.1,2024-10-01T16:08:21Z
ihackarmies/crises,2019-10-15T18:26:18Z,VBScript,github-linguist 8.0.1,2024-10-01T16:08:21Z
DiskJunky/vbsecuritycamera,2019-10-15T20:04:41Z,Visual Basic 6.0,github-linguist 8.0.1,2024-10-01T16:08:21Z
RawKitMan/VB-Calculator-Two,2019-10-15T21:39:04Z,Visual Basic .NET,github-linguist 8.0.1,2024-10-01T16:08:21Z
Medic5700/Matrix-Screen-Commander-x16,2019-10-15T22:11:37Z,BASIC,github-linguist 8.0.1,2024-10-01T16:08:21Z
josuetec2010/dsapp,2019-10-15T22:24:27Z,Visual Basic .NET,github-linguist 8.0.1,2024-10-01T16:08:21Z
mrvisco/02-VBA---The-VBA-of-Wall-Street,2019-10-14T00:46:25Z,VBA,github-linguist 8.0.1,2024-10-01T17:07:05Z
YOCOPCS/windowsconfigscripts,2019-10-14T01:06:23Z,VBScript,github-linguist 8.0.1,2024-10-01T17:07:05Z
code-sparrow/VBA-challenge,2019-10-14T03:53:39Z,VBScript,github-linguist 8.0.1,2024-10-01T17:07:05Z
collin-li/pokemon-go-iv-calculator,2017-10-22T16:26:57Z,VBA,github-linguist 8.0.1,2024-10-01T17:07:05Z
miyabis/RedmineAPI,Unknown (repo deleted or no commits),Unknown,github-linguist 8.0.1,2024-10-01T17:07:05Z
EVonarx/TheHangedMan,2019-10-14T08:23:28Z,Visual Basic .NET,github-linguist 8.0.1,2024-10-01T17:07:05Z
egodasa/vb-crud-simple,2019-10-14T15:58:36Z,Visual Basic .NET,github-linguist 8.0.1,2024-10-01T17:07:05Z
Lauriita/calculadora-basica,2019-10-14T10:27:11Z,Visual Basic .NET,github-linguist 8.0.1,2024-10-01T17:07:05Z
akmcinnes/Halifax-Fan-Selector,2019-10-14T11:15:01Z,Visual Basic .NET,github-linguist 8.0.1,2024-10-01T17:07:05Z
YakuzaSoobz/VOMS,2019-10-13T11:15:22Z,Visual Basic .NET,github-linguist 8.0.1,2024-10-01T17:07:05Z
lexansaga/DatabaseHelper-VB,Unknown (repo deleted or no commits),Unknown,github-linguist 8.0.1,2024-10-01T17:07:05Z
phucquan0106/uwpexam,2019-10-14T12:20:29Z,Visual Basic .NET,github-linguist 8.0.1,2024-10-01T17:07:05Z
oguzhanrabus/Visual-Basic-ve-Arduino-ile-LCD-Ekrana-Yaz-Yazma,2019-10-14T13:05:47Z,Visual Basic .NET,github-linguist 8.0.1,2024-10-01T17:07:05Z
PizzaShift/VBA-SnapStream,2019-10-14T13:22:38Z,VBA,github-linguist 8.0.1,2024-10-01T17:07:05Z
macro7/FastReportSample,2019-10-14T14:35:17Z,C#,github-linguist 8.0.1,2024-10-01T17:07:05Z
AsifIqbal093/Slide-Puzzle-Game-Vb,Unknown (repo deleted or no commits),Unknown,github-linguist 8.0.1,2024-10-01T17:07:05Z
superac11/VB_cheque_Demo,2019-10-14T15:58:29Z,Visual Basic .NET,github-linguist 8.0.1,2024-10-01T17:07:05Z
JonAmparo/Runescape-Registration,2019-10-14T16:22:16Z,Visual Basic .NET,github-linguist 8.0.1,2024-10-01T17:07:05Z
JonAmparo/scramble-and-hangman,2019-10-14T16:59:30Z,Visual Basic .NET,github-linguist 8.0.1,2024-10-01T17:07:05Z
JonAmparo/horse-racing,2019-10-14T17:02:59Z,Visual Basic .NET,github-linguist 8.0.1,2024-10-01T17:07:05Z
Lauriita/calculadora-un-paso-mas,2019-10-14T17:22:59Z,Visual Basic .NET,github-linguist 8.0.1,2024-10-01T17:07:05Z
Lauriita/Tablas1,2019-10-14T19:06:45Z,Visual Basic .NET,github-linguist 8.0.1,2024-10-01T17:07:05Z
brian-bruce-mscst/bbruce1745,2019-10-14T19:17:20Z,Visual Basic .NET,github-linguist 8.0.1,2024-10-01T17:07:05Z
Software-Architecture-2019-2/phets-auth-ms,2019-10-14T20:02:44Z,Visual Basic 6.0,github-linguist 8.0.1,2024-10-01T17:07:05Z
GarimaChauhan16/The-VBA-of-Wall-Street,2019-10-14T20:34:30Z,VBA,github-linguist 8.0.1,2024-10-01T17:07:05Z
IvanHaritonow/VBS_Rofles,2019-10-14T21:53:24Z,VBScript,github-linguist 8.0.1,2024-10-01T17:07:05Z
philhannon/gittest,2019-10-14T21:56:04Z,Visual Basic .NET,github-linguist 8.0.1,2024-10-01T17:07:05Z
timtocci/AppbarTestWithWPF,2019-10-14T23:13:22Z,Visual Basic .NET,github-linguist 8.0.1,2024-10-01T17:07:05Z
BriannaFoxwell/BBCBasic-Oddities,2019-10-13T03:31:41Z,BASIC,github-linguist 8.0.1,2024-10-01T18:09:25Z
Raman-Saini/HealthApplication,2019-10-13T04:34:56Z,VBA,github-linguist 8.0.1,2024-10-01T18:09:25Z
hacksterous/RiSet,2019-10-13T04:51:44Z,FreeBasic,github-linguist 8.0.1,2024-10-01T18:09:25Z
tinazmu/MTToolsVB,2019-10-13T10:50:33Z,Visual Basic .NET,github-linguist 8.0.1,2024-10-01T18:09:25Z
idoroseman/AntennaAnalyser,2018-01-15T12:17:17Z,Visual Basic .NET,github-linguist 8.0.1,2024-10-01T18:09:25Z
akiholicjp/VBA_Manager,2019-10-13T12:46:56Z,VBA,github-linguist 8.0.1,2024-10-01T18:09:25Z
MelihSen/WPC,2019-10-13T13:53:15Z,Visual Basic .NET,github-linguist 8.0.1,2024-10-01T18:09:25Z
NabiBux9565/AS-Level-String-Manipulation,2019-10-13T14:01:56Z,Visual Basic .NET,github-linguist 8.0.1,2024-10-01T18:09:25Z
Thesaurus0/VBA_Projects,2019-10-13T14:44:20Z,VBA,github-linguist 8.0.1,2024-10-01T18:09:25Z
julianghionoiu/tdl-runner-vbnet4-old,2019-10-13T15:25:08Z,Visual Basic .NET,github-linguist 8.0.1,2024-10-01T18:09:25Z
Fakhruddin90/PC_PLC_Comm_VB,2019-10-13T16:13:29Z,Visual Basic .NET,github-linguist 8.0.1,2024-10-01T18:09:25Z
saptarshi-laha/Polling-Project-VB,2019-10-13T17:28:12Z,Visual Basic .NET,github-linguist 8.0.1,2024-10-01T18:09:25Z
dowripple/VBA-challenge,2019-10-13T18:13:39Z,VBScript,github-linguist 8.0.1,2024-10-01T18:09:25Z
dah-man88/The-VBA-of-Wall-Street,2019-10-13T18:16:24Z,VBA,github-linguist 8.0.1,2024-10-01T18:09:25Z
coates32/SystemChecker,2019-10-13T19:25:13Z,Visual Basic .NET,github-linguist 8.0.1,2024-10-01T18:09:25Z
CalebSerafin/Combo-Link,2019-10-13T19:37:40Z,VBA,github-linguist 8.0.1,2024-10-01T18:09:25Z
jebles/Ej2_Jesus,2019-10-13T21:28:47Z,Visual Basic .NET,github-linguist 8.0.1,2024-10-01T18:09:25Z
hugofer19/projeto01,2019-10-13T21:44:59Z,Visual Basic .NET,github-linguist 8.0.1,2024-10-01T18:09:25Z
lukejroberts1997/Visual-Basic-calculators-and-loops,2019-10-13T22:24:00Z,Visual Basic .NET,github-linguist 8.0.1,2024-10-01T18:09:25Z
b00st3d/BGET-GUI,2019-10-13T23:06:59Z,Visual Basic .NET,github-linguist 8.0.1,2024-10-01T18:09:25Z
alejandrobelo32/Novelas-Online,2019-10-13T23:51:55Z,Visual Basic .NET,github-linguist 8.0.1,2024-10-01T18:09:25Z
IamGroooooot/autobar-digital-design,2018-12-14T03:43:15Z,Visual Basic .NET,github-linguist 8.0.1,2024-10-01T18:09:25Z
philipayazi/Multi_Year_Stock_Analysis,2019-10-12T00:26:51Z,Visual Basic .NET,github-linguist 8.0.1,2024-10-01T19:07:07Z
Heshan-Qiu/Whitireia-IT7127-WattsALoanSync,2019-10-12T02:30:44Z,Visual Basic .NET,github-linguist 8.0.1,2024-10-01T19:07:07Z
luckman666/wxbomb,2019-10-12T03:00:37Z,VBScript,github-linguist 8.0.1,2024-10-01T19:07:07Z
ManuelJuandelCastillo/ABMfront_noDDBB,2019-10-12T04:21:32Z,Visual Basic .NET,github-linguist 8.0.1,2024-10-01T19:07:07Z
zeth1/nutrition,2019-10-12T05:09:51Z,Visual Basic .NET,github-linguist 8.0.1,2024-10-01T19:07:07Z
twaddell/TableTennisRankings,2019-10-12T09:44:54Z,VBA,github-linguist 8.0.1,2024-10-01T19:07:07Z
AyoubMaatouch/Reservation-Hotel-vb,Unknown (repo deleted or no commits),Unknown,github-linguist 8.0.1,2024-10-01T19:07:07Z
nova-sangeeth/Airline-Reservation-and-managment,2019-10-12T12:18:02Z,Visual Basic .NET,github-linguist 8.0.1,2024-10-01T19:07:07Z
nnnn123456789/MineSweeper,2019-10-12T12:23:42Z,Visual Basic .NET,github-linguist 8.0.1,2024-10-01T19:07:07Z
swiftyrap/VBA,2019-10-12T14:51:01Z,VBA,github-linguist 8.0.1,2024-10-01T19:07:07Z
twasakura214/samplePitch,2019-10-12T14:57:11Z,Visual Basic .NET,github-linguist 8.0.1,2024-10-01T19:07:07Z
anup-bihari/Anup,2019-10-12T15:18:39Z,Visual Basic .NET,github-linguist 8.0.1,2024-10-01T19:07:07Z
anup-bihari/Lanchat,2019-10-12T15:21:32Z,Visual Basic .NET,github-linguist 8.0.1,2024-10-01T19:07:07Z
AndreySNikolaev/demo-kato-nonlinear-classic,2017-06-17T14:27:42Z,Visual Basic 6.0,github-linguist 8.0.1,2024-10-01T19:07:07Z
PayPalHack-Chicago/Team-12,2019-10-12T16:27:09Z,Visual Basic .NET,github-linguist 8.0.1,2024-10-01T19:07:07Z
walraven/vba-challenge,2019-10-12T19:34:39Z,VBScript,github-linguist 8.0.1,2024-10-01T19:07:07Z
AravinthPanch/steganography,2019-10-12T19:56:48Z,Visual Basic 6.0,github-linguist 8.0.1,2024-10-01T19:07:07Z
walterqs1999/Comercialidar,2019-10-12T20:24:46Z,Visual Basic .NET,github-linguist 8.0.1,2024-10-01T19:07:07Z
nightMue/Pioneers-of-Cacan,2019-10-12T20:48:56Z,Visual Basic .NET,github-linguist 8.0.1,2024-10-01T19:07:07Z
ailtonz/Orcamentos,2019-10-11T01:18:27Z,VBA,github-linguist 8.0.1,2024-10-01T20:08:04Z
CPFI-INTEG/Trade-Investment-Subsystem,2019-10-11T02:03:37Z,Visual Basic .NET,github-linguist 8.0.1,2024-10-01T20:08:04Z
normal10as/pg2-s19e302-telefonia-guidohalley,2019-10-11T02:20:18Z,Visual Basic .NET,github-linguist 8.0.1,2024-10-01T20:08:04Z
jnolff2/Stock-Performance-Analysis,2019-10-11T04:58:38Z,VBScript,github-linguist 8.0.1,2024-10-01T20:08:04Z
EVonarx/GameOfLife,2019-10-11T06:24:39Z,Visual Basic .NET,github-linguist 8.0.1,2024-10-01T20:08:04Z
102113528/Battleship,2019-10-06T00:37:46Z,Visual Basic .NET,github-linguist 8.0.1,2024-10-01T20:08:04Z
zjutjh/walk_authenticate,2019-10-11T07:53:19Z,Visual Basic 6.0,github-linguist 8.0.1,2024-10-01T20:08:04Z
rajch/LBCC-code,2019-10-10T09:31:47Z,Visual Basic .NET,github-linguist 8.0.1,2024-10-01T20:08:04Z
agungdeomartha/LKM-Application,2019-10-11T08:39:12Z,Visual Basic .NET,github-linguist 8.0.1,2024-10-01T20:08:04Z
sudhakarkoonimbedu/keypress,2019-10-11T08:45:24Z,VBScript,github-linguist 8.0.1,2024-10-01T20:08:04Z
davilima6/qbasic,2019-10-11T10:02:18Z,BASIC,github-linguist 8.0.1,2024-10-01T20:08:04Z
quentinnuk/mybbs,2019-10-11T11:34:26Z,BASIC,github-linguist 8.0.1,2024-10-01T20:08:04Z
hendroprwk08/WinAppOracle,2019-10-11T11:14:25Z,Visual Basic .NET,github-linguist 8.0.1,2024-10-01T20:08:04Z
rwcolestock/ParsePPT,2019-10-11T12:34:12Z,Visual Basic .NET,github-linguist 8.0.1,2024-10-01T20:08:04Z
RomanVynarovych/L-Bit,2019-10-11T13:02:47Z,Visual Basic 6.0,github-linguist 8.0.1,2024-10-01T20:08:04Z
ArtemBurdakov/ABOpenXML,2019-10-11T13:37:50Z,Visual Basic .NET,github-linguist 8.0.1,2024-10-01T20:08:04Z
gurvir-kaur/Visual_Basic,2019-10-11T14:38:04Z,Visual Basic .NET,github-linguist 8.0.1,2024-10-01T20:08:04Z
CodyVollrath/Southwire_AddLeadingZeros,2019-10-11T15:38:08Z,VBScript,github-linguist 8.0.1,2024-10-01T20:08:04Z
444c43/office_automation,2019-10-11T16:26:35Z,VBScript,github-linguist 8.0.1,2024-10-01T20:08:04Z
Miguel-RJ/MetodosNumericos,2019-10-11T16:39:14Z,Visual Basic .NET,github-linguist 8.0.1,2024-10-01T20:08:04Z
Flyxx11/BarangayInformationSystem,2019-10-11T16:44:33Z,Visual Basic .NET,github-linguist 8.0.1,2024-10-01T20:08:04Z
SDitton123/ASCII-To-Hex-New-VB,2019-10-11T17:04:05Z,Visual Basic .NET,github-linguist 8.0.1,2024-10-01T20:08:04Z
gchar031/Windows-Programming-COP,2019-10-07T02:42:36Z,Visual Basic .NET,github-linguist 8.0.1,2024-10-01T20:08:04Z
frashure/vba-macros,2019-10-11T19:49:28Z,VBA,github-linguist 8.0.1,2024-10-01T20:08:04Z
ChristianRexTHOT/blog-MO5---HASH,2019-10-11T21:21:26Z,Visual Basic .NET,github-linguist 8.0.1,2024-10-01T20:08:04Z
Kalbintion/HoHTools,2019-10-11T21:47:45Z,Visual Basic .NET,github-linguist 8.0.1,2024-10-01T20:08:04Z
devjlo/Barangay_Information_System,2019-10-11T22:07:34Z,Visual Basic .NET,github-linguist 8.0.1,2024-10-01T20:08:04Z
ellemonke/vba-challenge,2019-10-10T00:05:10Z,VBA,github-linguist 8.0.1,2024-10-01T21:08:06Z
nutzodiac/da-,2017-05-07T02:17:38Z,Visual Basic .NET,github-linguist 8.0.1,2024-10-01T21:08:06Z
taoyuchuan/FastFoodRestaurant,2019-10-10T02:44:29Z,Visual Basic .NET,github-linguist 8.0.1,2024-10-01T21:08:06Z
juanmanuelrmarano/Sistema-de-Pearson-Specter,2019-10-10T04:15:22Z,Visual Basic 6.0,github-linguist 8.0.1,2024-10-01T21:08:06Z
sislamcomputer/KiteDotNet,2019-10-10T06:03:38Z,Visual Basic .NET,github-linguist 8.0.1,2024-10-01T21:08:06Z
NeetuNarwal/MathsLib,2019-10-09T07:22:39Z,Visual Basic .NET,github-linguist 8.0.1,2024-10-01T21:08:06Z
Spectral-WMalquitar/MPS5-Generic-AzureDB,2019-10-10T06:24:10Z,Visual Basic .NET,github-linguist 8.0.1,2024-10-01T21:08:06Z
ReneNyffenegger/MS-Word_mail-merge,2019-10-10T06:49:17Z,VBScript,github-linguist 8.0.1,2024-10-01T21:08:06Z
MHendhyS2903/BroadcastMultiplePort,2019-10-10T07:10:40Z,Visual Basic .NET,github-linguist 8.0.1,2024-10-01T21:08:06Z
ty-070/invoice-maker,2019-10-10T08:17:08Z,VBA,github-linguist 8.0.1,2024-10-01T21:08:06Z
nietulong/wps-doc-to-txt,2019-10-10T08:59:54Z,VBScript,github-linguist 8.0.1,2024-10-01T21:08:06Z
Kintas17/minesweeper,2019-10-10T09:56:15Z,Visual Basic .NET,github-linguist 8.0.1,2024-10-01T21:08:06Z
pbarca/Minas,2019-10-10T10:25:31Z,Visual Basic .NET,github-linguist 8.0.1,2024-10-01T21:08:06Z
adovzh/qfivb,2019-10-10T10:26:34Z,Visual Basic 6.0,github-linguist 8.0.1,2024-10-01T21:08:06Z
Pimenta017/mine,2019-10-10T10:27:21Z,Visual Basic .NET,github-linguist 8.0.1,2024-10-01T21:08:06Z
Ricardo1921/minas14,2019-10-10T10:31:21Z,Visual Basic .NET,github-linguist 8.0.1,2024-10-01T21:08:06Z
Goncalofigueiredo9/Minas,2019-10-10T10:32:06Z,Visual Basic .NET,github-linguist 8.0.1,2024-10-01T21:08:06Z
ailtonz/Cacambas,2019-10-10T10:46:20Z,VBA,github-linguist 8.0.1,2024-10-01T21:08:06Z
hugofer19/jogo_das_minas,2019-10-10T10:56:39Z,Visual Basic .NET,github-linguist 8.0.1,2024-10-01T21:08:06Z
Kintas17/minesweper,2019-10-10T11:09:59Z,Visual Basic .NET,github-linguist 8.0.1,2024-10-01T21:08:06Z
Sleisend/SpellDuel,2019-10-10T11:45:56Z,Visual Basic .NET,github-linguist 8.0.1,2024-10-01T21:08:06Z
jcvegan/excel-tools,2019-10-10T12:51:32Z,VBScript,github-linguist 8.0.1,2024-10-01T21:08:06Z
Faresapn/Gawang_mart,2019-10-10T13:58:12Z,Visual Basic .NET,github-linguist 8.0.1,2024-10-01T21:08:06Z
azzipmp/UFT-Frameworks,2019-10-10T14:41:15Z,VBScript,github-linguist 8.0.1,2024-10-01T21:08:06Z
rit-am/OcnSrc,2019-10-10T15:16:54Z,VBScript,github-linguist 8.0.1,2024-10-01T21:08:06Z
ArturoDente/arkadenoid,2019-10-10T15:41:13Z,BASIC,github-linguist 8.0.1,2024-10-01T21:08:06Z
justin-laird/vb,Unknown (repo deleted or no commits),Unknown,github-linguist 8.0.1,2024-10-01T21:08:06Z
NunoAlex221/ads,2019-10-10T16:07:26Z,Visual Basic .NET,github-linguist 8.0.1,2024-10-01T21:08:06Z
IbrahimOladepo/Visual-Basic,2019-10-10T16:26:58Z,Visual Basic .NET,github-linguist 8.0.1,2024-10-01T21:08:06Z
EJohnson7/Excel-EDA-VBA,2019-10-10T18:09:09Z,VBA,github-linguist 8.0.1,2024-10-01T21:08:06Z
ChesterDescallar/Mobile-Media-Player,2019-10-10T18:10:14Z,Visual Basic .NET,github-linguist 8.0.1,2024-10-01T21:08:06Z
ChesterDescallar/Tracker-App-Concept,2019-10-10T18:28:36Z,Visual Basic .NET,github-linguist 8.0.1,2024-10-01T21:08:06Z
ChesterDescallar/Kiosk-App-Concept,2019-10-10T18:32:31Z,Visual Basic .NET,github-linguist 8.0.1,2024-10-01T21:08:06Z
amanpbh7271/book-issue-record-in-library,2019-10-10T20:47:06Z,Visual Basic 6.0,github-linguist 8.0.1,2024-10-01T21:08:06Z
DanFara/BasicChemE,2019-10-10T21:35:43Z,BASIC,github-linguist 8.0.1,2024-10-01T21:08:06Z
3snanugraha/spk-irr,2019-10-10T21:36:13Z,Visual Basic .NET,github-linguist 8.0.1,2024-10-01T21:08:06Z
serdaraltin/Computer-Info-Viewer,2019-10-10T22:25:45Z,Visual Basic .NET,github-linguist 8.0.1,2024-10-01T21:08:06Z
serdaraltin/Task-Manager,2019-10-10T22:27:44Z,Visual Basic .NET,github-linguist 8.0.1,2024-10-01T21:08:06Z
serdaraltin/Command-Prompt,2019-10-10T22:34:07Z,Visual Basic .NET,github-linguist 8.0.1,2024-10-01T21:08:06Z
FakelsHub/F2_WME_Editor,2019-10-10T22:34:20Z,Visual Basic .NET,github-linguist 8.0.1,2024-10-01T21:08:06Z
Mariosyian/epossystem,2019-10-10T23:14:09Z,Visual Basic .NET,github-linguist 8.0.1,2024-10-01T21:08:06Z
kris90c4/app,2019-10-10T23:48:48Z,Visual Basic .NET,github-linguist 8.0.1,2024-10-01T21:08:06Z
leosaga/practico1,2019-10-09T00:07:09Z,Visual Basic .NET,github-linguist 8.0.1,2024-10-01T22:07:30Z
bgsp/Prueba-ingreso,2019-10-09T02:01:42Z,Visual Basic .NET,github-linguist 8.0.1,2024-10-01T22:07:30Z
ihsangithub/ihsannasihin,2019-10-09T02:17:57Z,Visual Basic .NET,github-linguist 8.0.1,2024-10-01T22:07:30Z
shawyer/battleships,2019-09-10T01:49:37Z,Visual Basic .NET,github-linguist 8.0.1,2024-10-01T22:07:30Z
conigliarov/Cony-Metadefender,2019-10-09T03:26:19Z,Visual Basic .NET,github-linguist 8.0.1,2024-10-01T22:07:30Z
judagonsa/Simulacion,2019-10-09T03:32:41Z,Visual Basic .NET,github-linguist 8.0.1,2024-10-01T22:07:30Z
lahiruroot/VisiualBasic-Project,2019-10-09T04:35:59Z,Visual Basic .NET,github-linguist 8.0.1,2024-10-01T22:07:30Z
SamuelDave/ISADproj,2019-10-06T14:11:10Z,Visual Basic .NET,github-linguist 8.0.1,2024-10-01T22:07:30Z
ImranTayyab/VBA,2019-10-09T06:22:12Z,VBScript,github-linguist 8.0.1,2024-10-01T22:07:30Z
ErvinJohnEstrera/POS,2019-10-09T05:41:39Z,Visual Basic .NET,github-linguist 8.0.1,2024-10-01T22:07:30Z
oguzhanrabus/Visual-Basic-ve-Arduino-ile-Servo-Motor-Kontrol-,2019-10-09T07:38:15Z,Visual Basic .NET,github-linguist 8.0.1,2024-10-01T22:07:30Z
jeffreyestrera/My-Personal-Project,2019-10-09T05:41:39Z,Visual Basic .NET,github-linguist 8.0.1,2024-10-01T22:07:30Z
jpgulayan460103/switch-vb,2019-10-09T10:13:42Z,Visual Basic .NET,github-linguist 8.0.1,2024-10-01T22:07:30Z
Sy3Omda/wsl,2019-10-09T11:41:51Z,VBScript,github-linguist 8.0.1,2024-10-01T22:07:30Z
pierrekatuhe/KaraokeFeature,2019-10-09T11:47:40Z,Visual Basic .NET,github-linguist 8.0.1,2024-10-01T22:07:30Z
ribipul/dotnet,2019-10-09T11:55:42Z,Visual Basic .NET,github-linguist 8.0.1,2024-10-01T22:07:30Z
MateuszBukowski/VB-proste_projekty,2019-10-09T12:03:24Z,Visual Basic .NET,github-linguist 8.0.1,2024-10-01T22:07:30Z
tonysk08/asignacionN2VB,2019-10-09T14:36:42Z,Visual Basic .NET,github-linguist 8.0.1,2024-10-01T22:07:30Z
esseivan/Stock,2019-10-09T15:15:10Z,VBA,github-linguist 8.0.1,2024-10-01T22:07:30Z
enriqueheredia01/Prueba-correo,2019-10-09T15:46:48Z,Visual Basic .NET,github-linguist 8.0.1,2024-10-01T22:07:30Z
martrewes/OusbSD,2019-10-09T17:21:44Z,Visual Basic .NET,github-linguist 8.0.1,2024-10-01T22:07:30Z
Alvin201/Generate-File,2019-10-09T17:24:25Z,Visual Basic .NET,github-linguist 8.0.1,2024-10-01T22:07:30Z
lucaskt/GCX,2019-10-09T17:15:36Z,BASIC,github-linguist 8.0.1,2024-10-01T22:07:30Z
browlry/SentFolderByFrom,2019-10-09T17:27:59Z,Visual Basic .NET,github-linguist 8.0.1,2024-10-01T22:07:30Z
jschwers/WindowsApplication1,2019-10-09T19:37:21Z,Visual Basic .NET,github-linguist 8.0.1,2024-10-01T22:07:30Z
createchange/ansible-windows-server-iis-setup,2019-10-09T20:10:10Z,VBScript,github-linguist 8.0.1,2024-10-01T22:07:30Z
cheolminhwang/WarrantyClaim,2019-10-09T20:21:55Z,VBA,github-linguist 8.0.1,2024-10-01T22:07:30Z
TheBarret/Catonic,2019-10-09T20:51:16Z,Visual Basic .NET,github-linguist 8.0.1,2024-10-01T22:07:30Z
ntr8346/filetobinarystring,2019-10-09T20:49:34Z,Visual Basic .NET,github-linguist 8.0.1,2024-10-01T22:07:30Z
rjfGH/teste3,2017-04-16T18:23:29Z,Visual Basic .NET,github-linguist 8.0.1,2024-10-01T22:07:30Z
RealDotNetDave/dotNetTips,Unknown (repo deleted or no commits),Unknown,github-linguist 8.0.1,2024-10-01T22:07:30Z
TopologicLogic/Fantasy-Sports,2019-10-09T22:03:27Z,Visual Basic .NET,github-linguist 8.0.1,2024-10-01T22:07:30Z
josuetec2010/PSO,2019-10-09T22:29:57Z,Visual Basic .NET,github-linguist 8.0.1,2024-10-01T22:07:30Z
JPhilipp/QuestML,2019-10-09T23:09:12Z,HTML,github-linguist 8.0.1,2024-10-01T22:07:30Z
Wino3/ProgrammingChallenge1-MPG,2019-10-08T00:02:32Z,Visual Basic .NET,github-linguist 8.0.1,2024-10-01T23:07:20Z
ZGrinacoff/The-VBA-of-Wall-Street,2019-10-08T00:03:07Z,VBA,github-linguist 8.0.1,2024-10-01T23:07:20Z
gaferi/WindowsApplicationFATEC_BOLA_DENTRO,2019-10-08T00:35:26Z,Visual Basic .NET,github-linguist 8.0.1,2024-10-01T23:07:20Z
NamSingh/SmartWatch,2019-10-08T01:03:49Z,Visual Basic .NET,github-linguist 8.0.1,2024-10-01T23:07:20Z
ricoi/convert-two-mode-bipartite-edge-list-into-one-mode-vba,2019-10-08T00:46:29Z,VBA,github-linguist 8.0.1,2024-10-01T23:07:20Z
xxdoc/oldschool-visual-basic-6,2019-10-08T01:47:38Z,Visual Basic 6.0,github-linguist 8.0.1,2024-10-01T23:07:20Z
SlithyMatt/x16-tiles,2019-10-08T02:02:47Z,BASIC,github-linguist 8.0.1,2024-10-01T23:07:20Z
dm-andan/testdesktop,2019-10-08T02:11:53Z,Visual Basic .NET,github-linguist 8.0.1,2024-10-01T23:07:20Z
yayaisnanda/yaya-short-url-local,2019-10-08T04:15:36Z,Visual Basic 6.0,github-linguist 8.0.1,2024-10-01T23:07:20Z
Tharindu961/Small_bot,2019-10-08T05:15:35Z,VBScript,github-linguist 8.0.1,2024-10-01T23:07:20Z
MinRIvel/MCGI-MembersMonitoring,2019-09-11T03:01:58Z,Visual Basic .NET,github-linguist 8.0.1,2024-10-01T23:07:20Z
yunlongzeng/testcase,2019-10-08T06:10:19Z,Visual Basic .NET,github-linguist 8.0.1,2024-10-01T23:07:20Z
EVonarx/NbDaysBetween2Dates_v2,2019-10-08T06:17:42Z,Visual Basic .NET,github-linguist 8.0.1,2024-10-01T23:07:20Z
ramesh1999/Library-Management-System,2019-10-08T06:29:35Z,Visual Basic .NET,github-linguist 8.0.1,2024-10-01T23:07:20Z
thanakritv8/TT1995Monitor,2019-10-08T07:36:11Z,Visual Basic .NET,github-linguist 8.0.1,2024-10-01T23:07:20Z
lihofe78/App1,2019-10-08T09:01:34Z,Visual Basic .NET,github-linguist 8.0.1,2024-10-01T23:07:20Z
DuhallowGreyGeek/dgg-bes-lod,2018-11-17T13:38:01Z,Visual Basic .NET,github-linguist 8.0.1,2024-10-01T23:07:20Z
Lekaroz3/Calculo_edad_en_dias_a-os_etc,2019-10-08T09:08:07Z,Visual Basic .NET,github-linguist 8.0.1,2024-10-01T23:07:20Z
pratheeshrussell/Tables-Data-Extraction-Creo-Automation-,2019-10-08T09:24:01Z,Visual Basic .NET,github-linguist 8.0.1,2024-10-01T23:07:20Z
